rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
224,687282,Gabriel Rincones,PHI,NYM,2026-06-20T23:15:00Z,Scheduled,8,Freddy Peralta,642547,R,33.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.5,30.3,34.3,47.9,80.0,20.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,2,15,1,"Last 5 games: 2/15, 1 HR","platoon edge; pitcher baseline 6.6% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.3,25.0,83.3,95.5122,0.215,0.114,0.133,76.9,73.5,25.0,25.0,1.0,0.2,6.57,37.86,87.79,0.361,0.1347,25.68,,,Citizens Bank Park,
225,645302,Victor Robles,SEA,BOS,2026-06-21T02:10:00Z,Scheduled,7,Connelly Early,813349,L,33.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",7.1,45.9,25.4,59.8,78.0,10.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,0,"Last 7 games: 4/21, 0 HR","platoon edge; pitcher baseline 9.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.48,20.33,83.72,94.0415,0.3375,0.1065,0.2622,68.26,2.02,49.69,22.95,0.3,0.0507,9.3,41.61,89.72,0.3897,0.1617,31.31,,,T-Mobile Park,
226,675448,Blake Hunt,SD,TEX,2026-06-20T20:05:00Z,Pre-Game,9,MacKenzie Gore,669022,L,32.9,Longshot,Watch List,Platoon Edge,6.4,47.2,41.1,44.8,78.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H: P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,1,0,0,0,"Last 1 games: 0/0, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 11.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,,,,,,,,,,,,,9.41,44.1,89.91,0.3961,0.1565,28.21,None,72,Globe Life Field,
227,670032,Nicky Lopez,TEX,SD,2026-06-20T20:05:00Z,Pre-Game,8,Walker Buehler,621111,R,32.6,Longshot,Watch List,Platoon Edge,1.2,41.2,41.1,52.4,80.0,32.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,0,Contact streak: 6/18 over last 7 games,"platoon edge; pitcher baseline 8.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,26.91,83.26,94.8541,0.2704,0.0461,0.2547,66.72,0.75,32.89,14.87,0.7,0.049,8.03,40.88,89.79,0.4304,0.1561,20.92,None,72,Globe Life Field,
228,683083,Nasim Nuñez,WSH,TB,2026-06-20T20:10:00Z,Pre-Game,8,Ian Seymour,693855,L,32.6,Longshot,Watch List,Platoon Edge,4.2,36.3,41.1,52.4,75.0,45.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,21,0,Contact streak: 9/21 over last 7 games,"switch hitter; pitcher baseline 8.3% barrel, 5.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.41,26.31,85.73,95.6721,0.3005,0.0713,0.2806,68.49,3.89,31.85,18.96,1.2,0.0811,8.29,36.75,87.79,0.3798,0.1656,31.9,None,72,Tropicana Field,
229,806068,Colt Emerson,SEA,BOS,2026-06-21T02:10:00Z,Scheduled,8,Connelly Early,813349,L,32.6,Longshot,Watch List,Projected Lineup,12.2,45.9,25.4,47.9,50.0,51.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.0,28.3,85.9,96.306,0.272,0.101,0.238,72.8,28.3,46.7,18.3,6.0,0.284,9.3,41.61,89.72,0.3897,0.1617,31.31,,,T-Mobile Park,
230,677870,Leo Jiménez,MIA,SF,2026-06-20T20:10:00Z,Pre-Game,9,Trevor McDonald,686790,R,32.1,Longshot,Watch List,No major boost,29.2,26.8,35.0,44.8,50.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","same-side matchup; pitcher baseline 5.3% barrel, 3.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.58,43.77,91.51,100.4381,0.3322,0.1038,0.2904,71.58,14.2,29.68,23.26,0.3,0.0498,5.34,40.07,89.58,0.376,0.1234,13.87,None,72,loanDepot park,
231,802415,Chandler Simpson,TB,WSH,2026-06-20T20:10:00Z,Pre-Game,6,Cade Cavalli,676917,R,31.9,Longshot,Watch List,Platoon Edge,0.0,32.3,41.1,76.2,80.0,1.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 6.9% barrel, 6.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,15.13,84.02,93.0928,0.2961,0.0375,0.2648,64.62,0.3,27.01,12.51,0.0,0.0472,6.88,39.77,88.61,0.3944,0.1389,21.61,None,72,Tropicana Field,
232,691720,Kyle Karros,COL,PIT,2026-06-21T01:10:00Z,Scheduled,9,Paul Skenes,694973,R,31.9,Longshot,Watch List,Projected Lineup,23.0,22.0,38.7,40.2,50.0,61.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,1,Contact streak: 9/22 over last 7 games,"same-side matchup; pitcher baseline 5.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.48,40.84,88.95,99.5769,0.3537,0.1096,0.3126,69.87,4.67,38.73,21.96,3.1,0.1014,5.8,37.16,87.46,0.3175,0.1183,21.75,,,Coors Field,
233,643396,Isiah Kiner-Falefa,BOS,SEA,2026-06-21T02:10:00Z,Scheduled,8,Emerson Hancock,676106,R,31.4,Longshot,Watch List,Projected Lineup,3.0,54.4,25.4,47.9,50.0,46.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","same-side matchup; pitcher baseline 9.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.52,26.8,82.99,95.1977,0.3369,0.0695,0.297,68.14,3.16,38.78,14.32,2.0,0.0804,9.8,44.04,90.05,0.461,0.1955,28.24,,,T-Mobile Park,
234,671289,Tyler Freeman,COL,PIT,2026-06-21T01:10:00Z,Scheduled,6,Paul Skenes,694973,R,31.3,Longshot,Watch List,Projected Lineup,15.2,22.0,38.7,71.7,50.0,13.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","same-side matchup; pitcher baseline 5.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.61,36.13,88.42,98.4835,0.36,0.0873,0.3222,70.67,12.15,36.12,19.96,2.7,0.0933,5.8,37.16,87.46,0.3175,0.1183,21.75,,,Coors Field,
235,670764,Taylor Walls,TB,WSH,2026-06-20T20:10:00Z,Pre-Game,9,Cade Cavalli,676917,R,29.6,Longshot,Watch List,Platoon Edge,4.4,31.6,41.1,44.8,75.0,27.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,0,"Last 7 games: 6/20, 0 HR","switch hitter; pitcher baseline 6.9% barrel, 6.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.71,19.96,84.69,94.4896,0.2565,0.0682,0.2498,68.03,2.13,32.24,31.99,1.2,0.0724,6.88,39.77,88.61,0.3944,0.1389,21.61,None,72,Tropicana Field,
236,702222,Justin Crawford,PHI,NYM,2026-06-20T23:15:00Z,Scheduled,9,Freddy Peralta,642547,R,29.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.4,30.3,34.3,40.2,80.0,27.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,0,"Last 7 games: 6/20, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.2,33.1,86.7,97.612,0.294,0.059,0.264,68.7,4.4,28.8,17.2,2.0,0.091,6.57,37.86,87.79,0.361,0.1347,25.68,,,Citizens Bank Park,
237,687401,Joey Ortiz,MIL,ATL,2026-06-20T20:10:00Z,Pre-Game,9,Chris Sale,519242,L,28.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.2,21.3,44.4,40.2,78.0,13.6,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 6.1% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.07,33.57,86.72,98.3158,0.3095,0.0729,0.2897,72.19,21.18,29.81,21.01,2.8,0.0632,6.09,32.46,86.92,0.3403,0.115,25.76,In From RF,83,Truist Park,
238,805779,Jacob Wilson,ATH,LAA,2026-06-21T02:05:00Z,Scheduled,4,Walbert Ureña,700712,R,28.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",2.7,17.2,30.9,90.4,50.0,39.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","same-side matchup; pitcher baseline 5.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.92,27.08,84.39,95.7214,0.3437,0.0772,0.2844,64.04,0.3,33.23,20.25,6.7,0.1218,5.7,33.1,87.2,0.304,0.102,24.0,,,Sutter Health Park,
239,680757,Steven Kwan,CLE,HOU,2026-06-20T23:15:00Z,Scheduled,6,Spencer Arrighetti,681293,R,28.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",1.7,27.2,27.6,71.7,80.0,4.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.92,12.09,84.1,92.4176,0.3219,0.0699,0.303,63.14,0.45,29.91,24.56,4.0,0.0628,6.42,34.04,87.56,0.3812,0.1406,27.32,,,Daikin Park,
240,806198,Cooper Pratt,MIL,ATL,2026-06-20T20:10:00Z,Pre-Game,8,Chris Sale,519242,L,28.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",3.1,21.3,44.4,47.9,78.0,32.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,4,12,0,Contact streak: 4/12 over last 4 games,"platoon edge; pitcher baseline 6.1% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,22.2,84.7,93.1133,0.319,0.037,0.297,69.0,3.7,22.2,0.0,0.0,0.0,6.09,32.46,86.92,0.3403,0.115,25.76,In From RF,83,Truist Park,
241,656716,Zach McKinstry,DET,CWS,2026-06-20T17:10:00Z,Warmup,9,Sean Newcomb,656794,L,27.7,Longshot,Watch List,No major boost,5.3,18.5,65.1,44.8,50.0,18.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,20,1,"Last 7 games: 2/20, 1 HR","same-side matchup; pitcher baseline 4.8% barrel, 2.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.65,24.27,84.93,95.3344,0.2929,0.0844,0.2665,68.55,4.21,41.94,27.23,5.0,0.1076,4.79,37.11,87.22,0.3614,0.1103,17.57,Out To LF,67,Comerica Park,
242,643446,Jeff McNeil,ATH,LAA,2026-06-21T02:05:00Z,Scheduled,9,Walbert Ureña,700712,R,26.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",9.9,17.2,30.9,40.2,80.0,33.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,1,"Last 7 games: 4/18, 1 HR","platoon edge; pitcher baseline 5.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.3,30.73,86.36,96.4286,0.3586,0.0922,0.3125,68.88,5.23,42.86,21.16,5.7,0.1078,5.7,33.1,87.2,0.304,0.102,24.0,,,Sutter Health Park,
243,696135,Kahlil Watson,CLE,HOU,2026-06-20T23:15:00Z,Scheduled,8,Spencer Arrighetti,681293,R,26.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",4.7,27.2,27.6,47.9,80.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,2,0,6,0,"Last 2 games: 0/6, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,0.0,84.7,91.9467,0.134,0.025,0.104,72.7,30.0,0.0,0.0,0.0,0.0,6.42,34.04,87.56,0.3812,0.1406,27.32,,,Daikin Park,
