rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,699013,Esmerlyn Valdez,PIT,WSH,2026-07-03T22:45:00Z,Scheduled,2,Foster Griffin,656492,L,69.6,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",88.5,45.0,28.2,95.5,78.0,100.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,24,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 16.0 HR allowed",EV profile; pitcher fly-ball pressure modest,30.3,57.6,92.3,104.2695,0.628,0.371,0.403,75.2,52.1,21.2,42.4,6.0,0.415,10.4,37.4,87.7,0.406,0.168,26.7,,,Nationals Park,
32,669065,Kyle Stowers,MIA,ATH,2026-07-04T01:40:00Z,Scheduled,3,Jack Perkins,678022,R,53.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",57.9,33.3,30.9,92.1,80.0,24.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.64,52.7,91.1,102.9756,0.4621,0.2167,0.3428,74.93,51.07,47.04,28.07,13.1,0.214,7.43,37.21,88.71,0.3615,0.1342,32.0,,,Sutter Health Park,
33,694192,Jackson Chourio,MIL,AZ,2026-07-04T01:45:00Z,Scheduled,2,Jose Cabrera,703615,R,53.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",53.4,42.5,28.2,95.5,50.0,61.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.78,45.66,91.47,102.3936,0.4603,0.2077,0.3308,74.67,48.47,32.9,28.99,14.7,0.2224,9.7,38.7,88.8,0.414,0.173,25.8,,,Chase Field,
34,683002,Gunnar Henderson,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,1,Brady Singer,663903,R,52.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.2,59.0,39.3,88.7,80.0,12.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,0,"Last 7 games: 6/30, 0 HR","platoon edge; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.97,45.49,90.28,101.1618,0.4019,0.1546,0.3172,74.67,47.17,41.99,24.29,16.3,0.1815,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
35,665052,Griffin Conine,MIA,ATH,2026-07-04T01:40:00Z,Scheduled,5,Jack Perkins,678022,R,52.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",56.8,33.3,30.9,81.9,80.0,55.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,1,Contact streak: 7/19 over last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.45,52.44,89.64,104.4157,0.5118,0.2215,0.3797,74.12,42.22,45.12,18.09,2.7,0.2175,7.43,37.21,88.71,0.3615,0.1342,32.0,,,Sutter Health Park,
36,664040,Brandon Lowe,PIT,WSH,2026-07-03T22:45:00Z,Scheduled,4,Foster Griffin,656492,L,52.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",54.6,45.0,28.2,90.4,50.0,50.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.4% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.86,46.18,90.89,101.6954,0.4675,0.2219,0.3399,73.62,39.63,45.6,33.69,23.3,0.2469,10.4,37.4,87.7,0.406,0.168,26.7,,,Nationals Park,
37,686527,Dominic Canzone,SEA,TOR,2026-07-04T02:10:00Z,Scheduled,3,Dylan Cease,656302,R,52.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",66.1,19.4,25.4,92.1,80.0,45.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 9.8 HR allowed",EV profile; pitcher fly-ball pressure modest,15.55,49.91,93.07,103.6644,0.54,0.2514,0.383,74.22,43.14,38.64,27.14,12.4,0.2496,5.73,35.26,87.01,0.31,0.1058,22.46,,,T-Mobile Park,
38,663886,Tyler Stephenson,CIN,BAL,2026-07-03T23:10:00Z,Scheduled,5,Trevor Rogers,669432,L,52.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",49.8,36.9,39.3,81.9,78.0,59.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,1,Contact streak: 9/23 over last 7 games,"platoon edge; pitcher baseline 7.0% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.12,48.08,90.92,100.6875,0.4298,0.1977,0.3284,70.87,9.52,37.57,33.15,8.1,0.1536,7.04,41.54,89.14,0.397,0.1531,24.95,,,Great American Ball Park,
39,571970,Max Muncy,ATH,MIA,2026-07-04T01:40:00Z,Scheduled,6,Tyler Phillips,663969,R,52.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",58.3,37.9,30.9,71.7,80.0,46.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 7.3 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,14.16,46.81,90.39,101.4947,0.5005,0.2513,0.3698,71.48,14.01,52.27,35.02,17.6,0.2403,7.55,42.14,89.27,0.3924,0.1471,25.45,,,Sutter Health Park,
40,666018,Jonathan Aranda,TB,HOU,2026-07-04T00:15:00Z,Scheduled,2,Spencer Arrighetti,681293,R,52.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",48.7,35.7,27.6,95.5,80.0,62.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,1,Contact streak: 10/24 over last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.8,47.43,91.46,101.4031,0.4807,0.2016,0.3778,70.15,12.51,30.47,28.87,13.3,0.1751,7.82,35.37,88.12,0.3987,0.1574,28.79,,,Daikin Park,
41,665862,Jazz Chisholm,NYY,MIN,2026-07-03T23:05:00Z,Scheduled,4,Mike Paredes,702474,R,52.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",42.4,51.4,38.2,90.4,80.0,4.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","platoon edge; pitcher baseline 7.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.59,41.06,90.05,100.2141,0.4012,0.1847,0.3096,73.27,33.5,52.68,29.84,17.7,0.1949,7.1,51.8,91.9,0.459,0.174,30.6,,,Yankee Stadium,
42,669127,Shea Langeliers,ATH,MIA,2026-07-04T01:40:00Z,Scheduled,3,Tyler Phillips,663969,R,52.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.2,37.9,30.9,92.1,50.0,40.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","same-side matchup; pitcher baseline 7.5% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.54,43.85,91.25,102.2637,0.5008,0.2351,0.3532,74.85,49.4,39.95,31.38,23.3,0.2401,7.55,42.14,89.27,0.3924,0.1471,25.45,,,Sutter Health Park,
43,691718,Pete Crow-Armstrong,CHC,STL,2026-07-03T20:05:00Z,Scheduled,1,Andre Pallante,669467,R,51.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.5,28.7,29.8,88.7,80.0,59.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.42,47.9,90.41,101.9262,0.4792,0.2239,0.3497,74.17,44.18,48.9,34.1,22.6,0.2361,6.11,36.75,88.01,0.3859,0.1398,18.17,,,Wrigley Field,
44,669003,Garrett Mitchell,MIL,AZ,2026-07-04T01:45:00Z,Scheduled,6,Jose Cabrera,703615,R,51.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",47.9,42.5,28.2,71.7,80.0,81.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,16,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 2.0 HR allowed",EV profile; pitcher fly-ball pressure modest,11.53,47.66,92.08,103.4089,0.4061,0.1659,0.3251,76.8,73.87,34.98,18.53,4.2,0.1503,9.7,38.7,88.8,0.414,0.173,25.8,,,Chase Field,
45,605137,Josh Bell,MIN,NYY,2026-07-03T23:05:00Z,Scheduled,4,Gerrit Cole,543037,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.1,35.8,38.2,90.4,75.0,47.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.98,43.78,89.77,100.9856,0.464,0.208,0.3394,72.33,27.97,41.57,26.64,14.3,0.1716,7.5,37.7,89.9,0.369,0.131,33.6,,,Yankee Stadium,
46,668939,Adley Rutschman,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,3,Brady Singer,663903,R,51.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.7,56.9,39.3,92.1,75.0,0.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","switch hitter; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.13,41.68,89.4,99.7647,0.4359,0.1725,0.3425,70.66,13.39,37.63,29.15,8.3,0.181,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
47,681297,Colton Cowser,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,7,Brady Singer,663903,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.4,59.0,39.3,59.8,80.0,14.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,0,"Last 7 games: 3/14, 0 HR","platoon edge; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.63,38.44,87.82,100.6084,0.4236,0.2135,0.314,74.58,45.97,37.26,31.8,10.4,0.1589,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
48,701807,Carson Benge,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,1,Grant Holmes,656550,R,51.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",37.7,51.9,30.9,88.7,80.0,42.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,32,1,"Last 7 games: 9/32, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.4,42.3,89.7,100.2673,0.451,0.166,0.346,71.2,17.9,29.9,27.8,10.0,0.143,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
49,502671,Paul Goldschmidt,NYY,MIN,2026-07-03T23:05:00Z,Scheduled,3,Mike Paredes,702474,R,50.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",39.5,51.4,38.2,92.1,50.0,43.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.45,39.85,87.67,99.7365,0.4472,0.1959,0.3283,71.83,17.21,33.18,27.18,12.8,0.2137,7.1,51.8,91.9,0.459,0.174,30.6,,,Yankee Stadium,
50,686948,Drake Baldwin,ATL,NYM,2026-07-03T23:15:00Z,Scheduled,1,Christian Scott,681035,R,50.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",59.3,28.0,30.9,88.7,80.0,0.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 6.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.57,49.11,91.35,102.6311,0.5024,0.2304,0.367,75.09,53.95,32.71,23.15,15.5,0.1992,6.0,33.3,87.9,0.394,0.145,29.1,,,Truist Park,
51,542303,Marcell Ozuna,PIT,WSH,2026-07-03T22:45:00Z,Scheduled,5,Foster Griffin,656492,L,50.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",42.1,45.0,28.2,81.9,78.0,59.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.61,41.1,89.76,100.3576,0.4214,0.1929,0.3232,73.46,36.71,40.03,30.92,11.2,0.1372,10.4,37.4,87.7,0.406,0.168,26.7,,,Nationals Park,
52,682987,Spencer Jones,NYY,MIN,2026-07-03T23:05:00Z,Scheduled,7,Mike Paredes,702474,R,50.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",46.8,51.4,38.2,59.8,80.0,24.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,0,"Last 7 games: 4/14, 0 HR","platoon edge; pitcher baseline 7.1% barrel, 4.0 HR allowed",EV profile; pitcher allows elevated contact,5.1,63.2,94.7,103.0126,0.342,0.144,0.28,77.8,79.5,30.8,33.3,2.0,0.137,7.1,51.8,91.9,0.459,0.174,30.6,,,Yankee Stadium,
53,683737,Michael Busch,CHC,STL,2026-07-03T20:05:00Z,Scheduled,3,Andre Pallante,669467,R,49.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.1,28.7,29.8,92.1,80.0,45.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 12.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.04,43.38,89.61,99.9878,0.4563,0.2174,0.357,68.69,5.11,39.16,36.37,17.9,0.192,6.11,36.75,88.01,0.3859,0.1398,18.17,,,Wrigley Field,
54,668804,Bryan Reynolds,PIT,WSH,2026-07-03T22:45:00Z,Scheduled,3,Foster Griffin,656492,L,49.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",46.0,43.2,28.2,92.1,75.0,7.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,0,"Last 7 games: 5/29, 0 HR","switch hitter; pitcher baseline 10.4% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.96,47.26,91.34,102.1504,0.4498,0.1883,0.359,72.76,29.49,40.15,24.27,12.5,0.1745,10.4,37.4,87.7,0.406,0.168,26.7,,,Nationals Park,
55,663457,Lars Nootbaar,STL,CHC,2026-07-03T20:05:00Z,Scheduled,5,David Peterson,656849,L,49.7,Longshot,Watch List,"Projected Lineup, Strong Barrel",58.1,35.8,29.8,81.9,50.0,30.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"same-side matchup; pitcher baseline 6.6% barrel, 8.2 HR allowed",EV profile; pitcher fly-ball pressure modest,11.81,54.97,93.19,102.4897,0.4763,0.2103,0.359,73.47,40.11,35.13,29.11,5.3,0.1501,6.61,42.29,89.97,0.4105,0.1405,18.45,,,Wrigley Field,
56,668715,Spencer Steer,CIN,BAL,2026-07-03T23:10:00Z,Scheduled,3,Trevor Rogers,669432,L,49.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",40.2,36.9,39.3,92.1,78.0,32.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","platoon edge; pitcher baseline 7.0% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.73,36.14,88.7,98.8583,0.4268,0.1917,0.3259,70.9,6.82,47.78,30.02,15.4,0.1772,7.04,41.54,89.14,0.397,0.1531,24.95,,,Great American Ball Park,
57,803011,Sam Antonacci,CWS,CLE,2026-07-03T23:10:00Z,Scheduled,1,Gavin Williams,668909,R,49.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",26.9,58.8,27.6,88.7,80.0,57.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,29,1,Contact streak: 11/29 over last 7 games,"platoon edge; pitcher baseline 11.2% barrel, 17.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.9,36.8,87.9,98.3656,0.441,0.14,0.374,70.3,9.4,33.5,21.5,5.0,0.132,11.24,47.03,90.96,0.4281,0.188,24.11,,,Progressive Field,
58,669477,Casey Schmitt,SF,COL,2026-07-04T00:10:00Z,Scheduled,2,Ryan Feltner,663372,R,49.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.1,40.5,38.7,95.5,50.0,0.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,24,0,"Last 7 games: 2/24, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.73,43.66,89.64,100.6955,0.4941,0.2101,0.3511,72.19,25.5,40.92,32.24,14.8,0.1969,7.6,39.34,88.67,0.4351,0.1814,26.92,,,Coors Field,
59,668930,Brice Turang,MIL,AZ,2026-07-04T01:45:00Z,Scheduled,3,Jose Cabrera,703615,R,49.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.2,42.5,28.2,92.1,80.0,35.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,1,"Last 7 games: 7/30, 1 HR","platoon edge; pitcher baseline 9.7% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.49,44.88,91.03,100.7804,0.4395,0.1838,0.3448,70.25,12.5,25.97,23.36,13.8,0.1778,9.7,38.7,88.8,0.414,0.173,25.8,,,Chase Field,
60,621493,Taylor Ward,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,2,Brady Singer,663903,R,49.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",32.5,59.0,39.3,95.5,50.0,13.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","same-side matchup; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.82,40.39,89.54,99.5748,0.4003,0.1553,0.34,68.45,4.33,32.33,30.15,14.3,0.1448,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
61,641355,Cody Bellinger,NYY,MIN,2026-07-03T23:05:00Z,Scheduled,2,Mike Paredes,702474,R,49.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.0,51.4,38.2,95.5,80.0,0.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,27,0,"Last 7 games: 2/27, 0 HR","platoon edge; pitcher baseline 7.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.43,37.2,88.79,98.5826,0.432,0.1603,0.3496,69.68,3.77,42.19,32.41,16.4,0.1877,7.1,51.8,91.9,0.459,0.174,30.6,,,Yankee Stadium,
62,671739,Michael Harris,ATL,NYM,2026-07-03T23:15:00Z,Scheduled,4,Christian Scott,681035,R,49.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",54.1,28.0,30.9,90.4,80.0,0.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,26,0,"Last 7 games: 3/26, 0 HR","platoon edge; pitcher baseline 6.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.74,48.16,91.32,103.9771,0.5031,0.2068,0.3584,74.72,46.16,33.77,22.56,15.8,0.1845,6.0,33.3,87.9,0.394,0.145,29.1,,,Truist Park,
63,676475,Alec Burleson,STL,CHC,2026-07-03T20:05:00Z,Scheduled,3,David Peterson,656849,L,48.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",53.1,35.8,29.8,92.1,50.0,18.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,1,"Last 7 games: 2/22, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.48,46.71,91.49,101.5827,0.52,0.2333,0.373,72.89,28.92,42.35,29.08,14.5,0.1858,6.61,42.29,89.97,0.4105,0.1405,18.45,,,Wrigley Field,
64,671218,Heliot Ramos,SF,COL,2026-07-04T00:10:00Z,Scheduled,7,Ryan Feltner,663372,R,48.6,Longshot,Watch List,"Projected Lineup, Strong Barrel",53.5,40.5,38.7,59.8,50.0,49.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.49,49.22,91.94,103.1599,0.4618,0.1953,0.3354,72.67,28.95,35.9,24.07,10.5,0.1762,7.6,39.34,88.67,0.4351,0.1814,26.92,,,Coors Field,
