rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
199,650333,Luis Arraez,SF,SEA,2026-07-18T02:10:00Z,Scheduled,2,Bryce Miller,682243,R,36.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",7.2,32.1,25.4,95.5,80.0,37.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,0,Contact streak: 10/27 over last 7 games,"platoon edge; pitcher baseline 7.3% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.75,20.62,86.73,94.1338,0.3721,0.0844,0.3065,63.09,0.12,30.66,27.05,5.2,0.121,7.3,34.46,87.85,0.3622,0.147,30.53,,,T-Mobile Park,
200,647304,Josh Naylor,SEA,SF,2026-07-18T02:10:00Z,Scheduled,5,Landen Roupp,694738,R,36.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.2,18.2,25.4,81.9,80.0,22.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","platoon edge; pitcher baseline 5.3% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.44,38.75,88.08,99.285,0.4087,0.1373,0.3252,70.44,11.32,41.57,23.41,11.6,0.1215,5.33,30.69,87.07,0.3464,0.1148,22.24,,,T-Mobile Park,
201,676356,Jonny DeLuca,TB,BOS,2026-07-17T23:10:00Z,Scheduled,5,,,,36.2,Longshot,Watch List,Projected Lineup,11.4,41.2,28.7,81.9,60.0,26.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.35,29.49,85.04,97.0723,0.3479,0.1012,0.2768,72.96,30.83,45.53,23.67,3.5,0.1552,,,,,,,,,Fenway Park,
202,669364,Xavier Edwards,MIA,MIL,2026-07-17T23:40:00Z,Scheduled,4,Logan Henderson,701656,R,36.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",10.9,30.9,27.6,90.4,75.0,33.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,0,Contact streak: 10/29 over last 7 games,"switch hitter; pitcher baseline 8.7% barrel, 2.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.39,28.63,86.87,96.5075,0.3684,0.1019,0.3174,68.02,2.54,29.99,22.05,5.1,0.1064,8.67,32.17,88.1,0.3534,0.1309,30.65,,,American Family Field,
203,689414,Liam Hicks,MIA,MIL,2026-07-17T23:40:00Z,Scheduled,1,Logan Henderson,701656,R,36.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",9.4,31.2,27.6,88.7,80.0,33.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,0,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 2.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.6,29.52,85.16,96.6153,0.3521,0.1032,0.3115,68.17,3.93,42.31,23.52,10.9,0.1473,8.67,32.17,88.1,0.3534,0.1309,30.65,,,American Family Field,
204,685133,Wade Meckler,LAA,DET,2026-07-18T01:38:00Z,Scheduled,7,Troy Melton,675512,R,35.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.6,33.4,28.2,59.8,80.0,45.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,17,0,Contact streak: 8/17 over last 7 games,"platoon edge; pitcher baseline 6.7% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.2,32.3,86.7,96.7402,0.392,0.128,0.324,68.6,2.1,33.3,20.8,2.0,0.11,6.71,40.17,89.54,0.3591,0.1449,25.75,,,Angel Stadium,
205,811965,Joshua Kuroda-Grauer,ATH,WSH,2026-07-18T01:40:00Z,Scheduled,2,Cade Cavalli,676917,R,35.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",12.3,30.0,30.9,95.5,50.0,43.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,27,0,Contact streak: 11/27 over last 7 games,"same-side matchup; pitcher baseline 6.1% barrel, 7.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,32.5,88.4,98.7833,0.373,0.067,0.304,68.6,8.9,37.5,12.5,0.0,0.111,6.11,40.61,88.82,0.3839,0.1305,20.56,,,Sutter Health Park,
206,696285,Jacob Young,WSH,ATH,2026-07-18T01:40:00Z,Scheduled,6,Gage Jump,695611,L,35.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.0,30.2,30.9,71.7,78.0,9.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.84,34.97,88.37,98.4331,0.3661,0.1111,0.2984,69.07,2.37,34.86,23.02,6.2,0.1183,5.1,40.6,90.0,0.389,0.131,26.1,,,Sutter Health Park,
207,694203,Denzer Guzman,LAA,DET,2026-07-18T01:38:00Z,Scheduled,8,Troy Melton,675512,R,35.5,Longshot,Watch List,Projected Lineup,29.9,33.4,28.2,47.9,50.0,44.1,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","same-side matchup; pitcher baseline 6.7% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.98,39.54,87.13,98.5634,0.3524,0.1288,0.2679,73.43,33.72,45.5,27.83,3.4,0.1544,6.71,40.17,89.54,0.3591,0.1449,25.75,,,Angel Stadium,
208,681351,Logan O'Hoppe,LAA,DET,2026-07-18T01:38:00Z,Scheduled,9,Troy Melton,675512,R,35.0,Longshot,Watch List,"Projected Lineup, Strong Barrel",38.3,33.4,28.2,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,23,0,"Last 7 games: 2/23, 0 HR","same-side matchup; pitcher baseline 6.7% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.62,41.02,88.31,100.1293,0.3704,0.1592,0.2835,72.14,24.25,45.29,29.98,8.5,0.1139,6.71,40.17,89.54,0.3591,0.1449,25.75,,,Angel Stadium,
209,805300,Jakob Marsee,MIA,MIL,2026-07-17T23:40:00Z,Scheduled,7,Logan Henderson,701656,R,34.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.0,31.2,27.6,59.8,80.0,29.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,0,"Last 7 games: 6/19, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 2.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.74,35.87,87.43,98.4638,0.3524,0.1162,0.3162,70.5,6.21,41.16,23.82,5.0,0.1244,8.67,32.17,88.1,0.3534,0.1309,30.65,,,American Family Field,
210,649966,Luis Urías,TOR,CWS,2026-07-17T23:15:00Z,Pre-Game,8,Anthony Kay,641743,L,34.6,Longshot,Watch List,Platoon Edge,9.7,38.4,43.9,52.4,78.0,24.9,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,0,"Last 7 games: 4/14, 0 HR","platoon edge; pitcher baseline 8.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.47,25.72,85.01,95.4098,0.3376,0.0955,0.3014,70.1,11.12,55.33,27.13,3.1,0.1486,8.3,38.8,88.6,0.417,0.149,21.0,None,72,Rogers Centre,
211,695734,Daylen Lile,WSH,ATH,2026-07-18T01:40:00Z,Scheduled,7,Gage Jump,695611,L,34.6,Longshot,Watch List,Projected Lineup,29.9,30.2,30.9,59.8,50.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,26,0,"Last 7 games: 2/26, 0 HR","same-side matchup; pitcher baseline 5.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.88,36.6,88.27,98.6283,0.4245,0.1544,0.3256,70.32,6.98,40.94,31.64,9.7,0.1675,5.1,40.6,90.0,0.389,0.131,26.1,,,Sutter Health Park,
212,695508,Cam Cauley,TEX,ATL,2026-07-17T23:15:00Z,Pre-Game,7,Chris Sale,519242,L,34.4,Longshot,Watch List,"Good Environment, Platoon Edge",2.3,22.5,70.9,64.3,78.0,32.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,12,0,Contact streak: 4/12 over last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,11.1,82.9,92.2428,0.271,0.055,0.254,70.0,20.7,27.8,5.6,0.0,0.095,6.09,33.37,87.2,0.3396,0.1157,25.62,Out To LF,84,Truist Park,
213,695731,Braden Montgomery,CWS,TOR,2026-07-17T23:15:00Z,Pre-Game,7,Spencer Miles,693686,R,34.3,Longshot,Watch List,Platoon Edge,22.1,13.5,43.9,64.3,75.0,29.2,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","switch hitter; pitcher baseline 4.2% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.7,40.7,89.6,100.4109,0.368,0.122,0.304,70.0,9.3,33.3,19.8,3.0,0.163,4.2,34.7,86.6,0.34,0.104,19.8,None,72,Rogers Centre,
214,680757,Steven Kwan,CLE,PIT,2026-07-17T23:10:00Z,Pre-Game,9,Jared Jones,683003,R,34.2,Longshot,Watch List,Platoon Edge,1.7,35.7,67.6,44.8,80.0,29.4,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,0,"Last 7 games: 6/19, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.85,12.58,84.03,92.3678,0.3289,0.0692,0.3093,63.0,0.38,28.23,24.0,4.0,0.0705,7.4,38.3,89.7,0.388,0.163,22.3,Out To LF,88,Progressive Field,
215,702284,Cole Young,SEA,SF,2026-07-18T02:10:00Z,Scheduled,7,Landen Roupp,694738,R,34.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.2,18.2,25.4,59.8,80.0,42.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.3% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.18,36.63,88.3,98.9843,0.3977,0.138,0.3201,71.61,22.79,43.8,26.8,8.9,0.1269,5.33,30.69,87.07,0.3464,0.1148,22.24,,,T-Mobile Park,
216,810938,Ben Williamson,TB,BOS,2026-07-17T23:10:00Z,Scheduled,7,,,,34.1,Longshot,Watch List,Projected Lineup,13.5,41.2,28.7,59.8,60.0,34.2,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,0,Contact streak: 8/23 over last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.32,36.65,88.02,98.7243,0.3367,0.0845,0.2907,69.7,11.19,27.55,16.07,1.7,0.0766,,,,,,,,,Fenway Park,
217,543877,Christian Vázquez,HOU,BAL,2026-07-18T00:10:00Z,Pre-Game,9,Dean Kremer,665152,R,33.9,Longshot,Watch List,No major boost,3.7,57.9,41.1,44.8,50.0,36.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,1,"Last 7 games: 5/21, 1 HR","same-side matchup; pitcher baseline 11.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.12,24.6,86.04,95.5725,0.2839,0.0788,0.2507,66.02,1.15,33.65,25.89,4.4,0.1102,11.08,34.89,88.38,0.4781,0.2443,38.69,None,72,Daikin Park,
218,808982,Jung Hoo Lee,SF,SEA,2026-07-18T02:10:00Z,Scheduled,5,Bryce Miller,682243,R,33.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.9,32.1,25.4,81.9,80.0,1.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 7.3% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.72,29.41,87.1,96.5104,0.3808,0.0947,0.314,68.37,2.91,39.3,21.96,5.9,0.1312,7.3,34.46,87.85,0.3622,0.147,30.53,,,T-Mobile Park,
219,664702,Myles Straw,TOR,CWS,2026-07-17T23:15:00Z,Pre-Game,9,Anthony Kay,641743,L,32.8,Longshot,Watch List,Platoon Edge,10.2,38.4,43.9,44.8,78.0,7.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","platoon edge; pitcher baseline 8.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.34,26.61,86.57,96.2498,0.3545,0.0997,0.2943,68.36,4.82,36.85,27.39,3.3,0.1036,8.3,38.8,88.6,0.417,0.149,21.0,None,72,Rogers Centre,
220,671976,Tristan Peters,CWS,TOR,2026-07-17T23:15:00Z,Pre-Game,8,Spencer Miles,693686,R,32.5,Longshot,Watch List,"Platoon Edge, Hot Hitter/Streak",12.0,13.9,43.9,52.4,80.0,81.7,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,19,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 4.2% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.43,33.63,87.08,97.8898,0.3236,0.0966,0.26,69.28,5.18,41.84,17.43,4.2,0.1239,4.2,34.7,86.6,0.34,0.104,19.8,None,72,Rogers Centre,
221,660688,Keibert Ruiz,WSH,ATH,2026-07-18T01:40:00Z,Scheduled,9,Gage Jump,695611,L,32.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.4,29.8,30.9,40.2,75.0,37.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","switch hitter; pitcher baseline 5.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.65,36.29,88.37,97.8309,0.3608,0.1164,0.2779,67.15,0.51,54.96,28.03,5.5,0.1543,5.1,40.6,90.0,0.389,0.131,26.1,,,Sutter Health Park,
222,701162,Ben Malgeri,DET,LAA,2026-07-18T01:38:00Z,Scheduled,8,Reid Detmers,672282,L,32.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.9,37.7,28.2,47.9,78.0,17.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,0,"Last 7 games: 4/17, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 10.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,35.3,89.1,98.281,0.278,0.053,0.291,69.7,8.7,29.4,17.6,0.0,0.043,8.06,39.51,89.89,0.3595,0.1362,27.36,,,Angel Stadium,
223,806198,Cooper Pratt,MIL,MIA,2026-07-17T23:40:00Z,Scheduled,8,Sandy Alcantara,645261,R,31.9,Longshot,Watch List,Projected Lineup,20.3,33.1,27.6,47.9,50.0,38.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,0,Contact streak: 9/24 over last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.0,33.9,88.7,98.3117,0.415,0.105,0.37,70.5,10.7,33.9,16.1,0.0,0.067,6.43,37.79,88.95,0.3898,0.1323,24.24,,,American Family Field,
224,663743,Nick Fortes,TB,BOS,2026-07-17T23:10:00Z,Scheduled,9,,,,31.6,Longshot,Watch List,Projected Lineup,13.2,41.2,28.7,40.2,60.0,39.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,1,"Last 7 games: 5/19, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.57,37.27,86.45,99.3252,0.3206,0.0895,0.27,72.28,21.07,50.35,18.71,2.9,0.0941,,,,,,,,,Fenway Park,
225,805779,Jacob Wilson,ATH,WSH,2026-07-18T01:40:00Z,Scheduled,1,Cade Cavalli,676917,R,31.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",2.8,30.0,30.9,88.7,50.0,30.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"same-side matchup; pitcher baseline 6.1% barrel, 7.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.71,27.43,84.32,95.6531,0.3493,0.0772,0.2907,64.04,0.3,32.39,19.55,6.7,0.1148,6.11,40.61,88.82,0.3839,0.1305,20.56,,,Sutter Health Park,
226,687551,Drew Gilbert,SF,SEA,2026-07-18T02:10:00Z,Scheduled,8,Bryce Miller,682243,R,31.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.3,32.1,25.4,47.9,80.0,48.1,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,1,"Last 7 games: 7/22, 1 HR","platoon edge; pitcher baseline 7.3% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.8,32.72,85.69,97.2356,0.3339,0.0978,0.2868,70.52,10.51,38.11,18.08,3.7,0.1439,7.3,34.46,87.85,0.3622,0.147,30.53,,,T-Mobile Park,
227,802415,Chandler Simpson,TB,BOS,2026-07-17T23:10:00Z,Scheduled,6,,,,30.8,Longshot,Watch List,Projected Lineup,0.3,41.2,28.7,71.7,60.0,20.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,15.41,84.09,93.2503,0.3073,0.0382,0.2746,64.76,0.37,27.43,11.88,0.0,0.057,,,,,,,,,Fenway Park,
228,686217,Sal Frelick,MIL,MIA,2026-07-17T23:40:00Z,Scheduled,7,Sandy Alcantara,645261,R,30.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.6,33.1,27.6,59.8,80.0,26.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","platoon edge; pitcher baseline 6.4% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.33,27.75,85.78,96.423,0.3278,0.0805,0.2871,68.27,3.65,39.95,20.48,6.4,0.1016,6.43,37.79,88.95,0.3898,0.1323,24.24,,,American Family Field,
229,682622,Noelvi Marte,CIN,COL,2026-07-18T00:40:00Z,Scheduled,7,Gabriel Hughes,687312,R,30.5,Longshot,Watch List,Projected Lineup,25.7,8.3,38.7,59.8,50.0,26.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.42,31.96,88.22,99.7924,0.3655,0.1492,0.2767,72.81,30.4,45.69,20.43,8.4,0.1815,0.0,16.7,87.8,0.28,0.065,29.2,,,Coors Field,
230,687401,Joey Ortiz,MIL,MIA,2026-07-17T23:40:00Z,Scheduled,9,Sandy Alcantara,645261,R,29.5,Longshot,Watch List,Projected Lineup,14.0,33.1,27.6,40.2,50.0,52.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.63,33.01,86.79,98.4658,0.3347,0.0939,0.289,72.68,26.71,28.97,21.71,4.2,0.0821,6.43,37.79,88.95,0.3898,0.1323,24.24,,,American Family Field,
231,670764,Taylor Walls,TB,BOS,2026-07-17T23:10:00Z,Scheduled,8,,,,29.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.6,40.2,28.7,47.9,75.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,23,0,"Last 7 games: 2/23, 0 HR","switch hitter; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.06,23.11,85.67,95.2312,0.2733,0.0787,0.2568,68.38,2.48,36.02,30.17,1.2,0.0766,,,,,,,,,Fenway Park,
232,670032,Nicky Lopez,TEX,ATL,2026-07-17T23:15:00Z,Pre-Game,9,Chris Sale,519242,L,28.6,Longshot,Watch List,Good Environment,2.1,22.5,70.9,44.8,50.0,22.0,Yes,No,8,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 9 vs RotoWire 8,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,0,"Last 7 games: 4/15, 0 HR","same-side matchup; pitcher baseline 6.1% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,26.42,84.8,95.2166,0.2634,0.0391,0.2519,66.79,0.75,36.18,11.09,0.7,0.0364,6.09,33.37,87.2,0.3396,0.1157,25.62,Out To LF,84,Truist Park,
233,683083,Nasim Nunez,WSH,ATH,2026-07-18T01:40:00Z,Scheduled,8,Gage Jump,695611,L,28.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",4.8,29.8,30.9,47.9,75.0,34.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,0,Contact streak: 7/20 over last 7 games,"switch hitter; pitcher baseline 5.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.76,27.01,85.87,95.9465,0.297,0.0734,0.2764,68.77,5.08,32.48,18.82,1.9,0.0853,5.1,40.6,90.0,0.389,0.131,26.1,,,Sutter Health Park,
234,,Tommy White,ATH,WSH,2026-07-18T01:40:00Z,Scheduled,8,Cade Cavalli,676917,R,28.4,Longshot,Watch List,Projected Lineup,6.4,29.2,30.9,47.9,60.0,50.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H: P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,,,,,Recent form unavailable,"handedness incomplete; pitcher baseline 6.1% barrel, 7.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,,,,,,,,,,,,,6.11,40.61,88.82,0.3839,0.1305,20.56,,,Sutter Health Park,
