rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,670541,Yordan Alvarez,HOU,WSH,2026-07-06T22:45:00Z,Pre-Game,2,Miles Mikolas,571945,R,76.3,Tier 2,Best Overall,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",86.1,57.9,53.7,100.0,80.0,94.7,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 21.3 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.65,53.39,94.7,105.157,0.6673,0.3462,0.4518,76.03,60.76,40.67,37.71,22.1,0.269,10.11,40.75,89.65,0.4899,0.2172,28.35,R To L,86,Nationals Park,
67,664034,Ty France,SD,AZ,2026-07-07T01:40:00Z,Scheduled,5,Brandon Pfaadt,694297,R,47.5,Longshot,Watch List,Projected Lineup,41.6,56.1,22.6,81.9,50.0,18.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,0,"Last 7 games: 7/29, 0 HR","same-side matchup; pitcher baseline 11.5% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.73,45.32,90.62,101.1432,0.4201,0.18,0.3154,71.7,18.13,34.61,23.01,9.1,0.1821,11.53,41.04,89.89,0.4632,0.2044,21.59,,,Petco Park,
68,661388,William Contreras,MIL,STL,2026-07-06T23:45:00Z,Pre-Game,4,Dustin May,669160,R,47.4,Longshot,Watch List,Premium Lineup Spot,38.0,42.9,40.1,94.9,50.0,15.3,Yes,No,4,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.96,45.49,90.68,101.7078,0.4357,0.1646,0.3406,73.27,35.14,37.51,23.87,11.4,0.1264,7.73,45.9,90.18,0.4006,0.1525,23.96,In From LF,86,Busch Stadium,
69,678662,Ezequiel Tovar,COL,LAD,2026-07-07T02:10:00Z,Pre-Game,9,Eric Lauer,641778,L,47.4,Longshot,Watch List,Platoon Edge,29.8,55.8,62.6,44.8,78.0,30.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","platoon edge; pitcher baseline 10.4% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.69,34.56,88.0,98.8959,0.3878,0.1569,0.2868,71.81,19.94,38.24,31.46,7.6,0.1323,10.41,37.77,88.92,0.461,0.2077,38.09,Out To CF,70,UNIQLO Field at Dodger Stadium,
70,650490,Yandy Díaz,TB,NYY,2026-07-06T22:40:00Z,Pre-Game,1,Cam Schlittler,693645,R,46.9,Longshot,Watch List,Premium Lineup Spot,41.4,38.3,41.1,93.2,50.0,6.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 8.5% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.53,49.0,91.53,103.4135,0.4534,0.1628,0.3635,73.74,38.38,22.69,20.7,15.9,0.1722,8.48,40.48,88.37,0.3714,0.147,28.0,None,72,Tropicana Field,
71,694728,Brice Matthews,HOU,WSH,2026-07-06T22:45:00Z,Pre-Game,9,Miles Mikolas,571945,R,46.8,Longshot,Watch List,Strong Barrel,42.8,57.9,53.7,44.8,50.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,10,0,"Last 7 games: 0/10, 0 HR","same-side matchup; pitcher baseline 10.1% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.85,39.11,87.83,100.873,0.3794,0.1916,0.2716,72.92,28.3,36.38,27.56,5.4,0.1758,10.11,40.75,89.65,0.4899,0.2172,28.35,R To L,86,Nationals Park,
72,656775,Cedric Mullins,TB,NYY,2026-07-06T22:40:00Z,Pre-Game,4,Cam Schlittler,693645,R,46.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",20.6,38.3,41.1,94.9,80.0,80.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.59,32.4,88.52,97.9371,0.3267,0.1295,0.2728,70.68,8.27,45.81,31.66,12.1,0.1505,8.48,40.48,88.37,0.3714,0.147,28.0,None,72,Tropicana Field,
73,802139,JJ Wetherholt,STL,MIL,2026-07-06T23:45:00Z,Pre-Game,1,Shane Drohan,675660,L,46.7,Longshot,Watch List,Premium Lineup Spot,39.1,32.0,40.1,93.2,50.0,52.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,1,Contact streak: 10/29 over last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,45.0,90.0,99.4588,0.442,0.176,0.355,72.5,22.4,38.9,30.4,13.0,0.147,8.7,36.2,87.7,0.355,0.125,27.0,In From LF,86,Busch Stadium,
74,666182,Bo Bichette,NYM,ATL,2026-07-06T23:15:00Z,Pre-Game,3,Reynaldo López,625643,R,46.6,Longshot,Watch List,Premium Lineup Spot,36.2,35.7,44.9,96.6,50.0,26.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,0,"Last 7 games: 8/27, 0 HR","same-side matchup; pitcher baseline 5.6% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.34,45.72,90.58,101.5377,0.4443,0.1566,0.3383,69.87,13.95,26.28,23.72,12.4,0.1405,5.62,39.92,88.01,0.4761,0.1699,27.44,In From RF,84,Truist Park,
75,664983,Jake McCarthy,COL,LAD,2026-07-07T02:10:00Z,Pre-Game,7,Eric Lauer,641778,L,46.3,Longshot,Watch List,Hot Hitter/Streak,17.3,55.8,62.6,64.3,50.0,85.4,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 10.4% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.93,27.11,85.12,96.6469,0.402,0.1427,0.3077,70.71,11.79,36.89,22.36,7.5,0.1935,10.41,37.77,88.92,0.461,0.2077,38.09,Out To CF,70,UNIQLO Field at Dodger Stadium,
76,630105,Jake Cronenworth,SD,AZ,2026-07-07T01:40:00Z,Scheduled,2,Brandon Pfaadt,694297,R,46.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",20.4,56.1,22.6,95.5,80.0,41.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,1,"Last 7 games: 6/22, 1 HR","platoon edge; pitcher baseline 11.5% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.62,32.91,87.66,97.821,0.3348,0.1147,0.3029,71.67,18.16,32.73,21.6,4.7,0.0862,11.53,41.04,89.89,0.4632,0.2044,21.59,,,Petco Park,
77,669699,Braden Shewmake,HOU,WSH,2026-07-06T22:45:00Z,Pre-Game,8,Miles Mikolas,571945,R,45.9,Longshot,Watch List,Platoon Edge,28.2,57.9,53.7,52.4,80.0,3.4,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,0,"Last 7 games: 2/14, 0 HR","platoon edge; pitcher baseline 10.1% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.3,35.9,89.5,97.8563,0.388,0.152,0.281,69.5,2.1,32.8,29.7,3.0,0.162,10.11,40.75,89.65,0.4899,0.2172,28.35,R To L,86,Nationals Park,
78,669016,Brandon Marsh,PHI,KC,2026-07-06T18:10:00Z,In Progress,8,Noah Cameron,702070,L,45.8,Longshot,Watch List,No major boost,41.7,41.8,47.2,52.4,50.0,62.0,Yes,Yes,5,Yes,Yes,MLB Stats API; RotoWire,order MLB 8 vs RotoWire 5,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,30,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.9% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.52,46.19,90.12,100.4854,0.446,0.1739,0.3279,71.47,14.91,37.56,25.61,13.8,0.1903,7.91,38.38,88.67,0.4436,0.1758,25.26,L To R,85,Kauffman Stadium,
79,671289,Tyler Freeman,COL,LAD,2026-07-07T02:10:00Z,Pre-Game,6,Eric Lauer,641778,L,45.7,Longshot,Watch List,Platoon Edge,14.4,55.8,62.6,76.2,78.0,10.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,0,"Last 7 games: 4/21, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.47,35.43,88.42,98.3974,0.3509,0.0831,0.3173,70.6,11.73,35.0,20.31,2.7,0.0842,10.41,37.77,88.92,0.461,0.2077,38.09,Out To CF,70,UNIQLO Field at Dodger Stadium,
80,514888,Jose Altuve,HOU,WSH,2026-07-06T22:45:00Z,Pre-Game,1,Miles Mikolas,571945,R,45.3,Longshot,Watch List,Premium Lineup Spot,15.9,57.9,53.7,93.2,50.0,10.8,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","same-side matchup; pitcher baseline 10.1% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.13,31.53,85.45,97.0889,0.356,0.1232,0.2944,68.93,8.83,45.43,20.97,13.4,0.1581,10.11,40.75,89.65,0.4899,0.2172,28.35,R To L,86,Nationals Park,
81,663586,Austin Riley,ATL,NYM,2026-07-06T23:15:00Z,Pre-Game,7,Freddy Peralta,642547,R,45.3,Longshot,Watch List,Strong Barrel,49.7,30.2,44.9,64.3,50.0,29.2,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","same-side matchup; pitcher baseline 6.2% barrel, 15.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.98,45.37,91.18,102.3568,0.4048,0.1858,0.3048,75.76,58.96,40.5,31.78,11.1,0.1407,6.22,37.79,87.86,0.3617,0.1347,26.17,In From RF,84,Truist Park,
82,673237,Yainer Diaz,HOU,WSH,2026-07-06T22:45:00Z,Pre-Game,7,Miles Mikolas,571945,R,45.0,Longshot,Watch List,No major boost,24.7,57.9,53.7,64.3,50.0,28.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","same-side matchup; pitcher baseline 10.1% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.24,34.5,88.43,99.0928,0.3887,0.1354,0.2917,72.41,20.26,36.77,18.75,8.8,0.1372,10.11,40.75,89.65,0.4899,0.2172,28.35,R To L,86,Nationals Park,
83,664761,Alec Bohm,PHI,KC,2026-07-06T18:10:00Z,In Progress,7,Noah Cameron,702070,L,44.9,Longshot,Watch List,Platoon Edge,28.1,41.8,47.2,64.3,78.0,50.8,Yes,Yes,4,Yes,Yes,MLB Stats API; RotoWire,order MLB 7 vs RotoWire 4,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.29,42.48,90.31,100.1149,0.3857,0.1306,0.3086,70.93,13.02,27.3,21.74,11.0,0.1402,7.91,38.38,88.67,0.4436,0.1758,25.26,L To R,85,Kauffman Stadium,
84,687859,Troy Johnston,COL,LAD,2026-07-07T02:10:00Z,Pre-Game,8,Eric Lauer,641778,L,44.3,Longshot,Watch List,No major boost,24.4,55.8,62.6,52.4,50.0,32.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,0,Contact streak: 6/18 over last 7 games,"same-side matchup; pitcher baseline 10.4% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.43,38.25,89.53,99.0766,0.409,0.1282,0.3345,70.18,5.51,39.93,23.02,3.3,0.1276,10.41,37.77,88.92,0.461,0.2077,38.09,Out To CF,70,UNIQLO Field at Dodger Stadium,
85,642715,Willy Adames,SF,TOR,2026-07-07T01:45:00Z,Scheduled,6,Kevin Gausman,592332,R,43.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.6,43.6,19.3,71.7,50.0,50.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"same-side matchup; pitcher baseline 8.5% barrel, 16.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.15,41.82,88.62,99.351,0.4042,0.1837,0.2997,72.17,23.02,47.35,34.76,18.8,0.196,8.5,40.28,89.09,0.4049,0.1648,26.3,,,Oracle Park,
86,672960,Kazuma Okamoto,TOR,SF,2026-07-07T01:45:00Z,Scheduled,3,Landen Roupp,694738,R,43.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.8,18.2,19.3,92.1,50.0,0.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","same-side matchup; pitcher baseline 5.3% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.6,48.8,91.4,102.5877,0.448,0.225,0.329,73.2,35.9,51.2,31.2,19.0,0.216,5.33,31.46,87.14,0.3471,0.1127,21.61,,,Oracle Park,
87,657041,Lane Thomas,KC,PHI,2026-07-06T18:10:00Z,In Progress,1,Cristopher Sánchez,650911,L,43.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",18.2,32.7,47.2,93.2,78.0,44.8,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 9.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.17,35.01,87.8,98.4658,0.3238,0.1054,0.2913,72.35,21.68,41.91,26.35,4.7,0.1225,7.52,42.04,89.07,0.3471,0.1263,17.32,L To R,85,Kauffman Stadium,
88,686555,Isaac Collins,KC,PHI,2026-07-06T18:10:00Z,In Progress,6,Cristopher Sánchez,650911,L,43.3,Longshot,Watch List,Platoon Edge,25.0,31.8,47.2,76.2,75.0,58.7,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,1,Contact streak: 7/18 over last 7 games,"switch hitter; pitcher baseline 7.5% barrel, 9.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.67,40.72,88.87,100.2806,0.3401,0.1011,0.3136,73.33,31.39,42.57,26.58,5.5,0.1207,7.52,42.04,89.07,0.3471,0.1263,17.32,L To R,85,Kauffman Stadium,
89,686681,Michael Massey,KC,PHI,2026-07-06T18:10:00Z,In Progress,4,Cristopher Sánchez,650911,L,43.2,Longshot,Watch List,Premium Lineup Spot,31.0,32.7,47.2,94.9,50.0,4.5,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 9.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.03,38.32,89.53,98.8469,0.3922,0.1535,0.2874,71.5,12.22,48.17,33.67,5.8,0.1376,7.52,42.04,89.07,0.3471,0.1263,17.32,L To R,85,Kauffman Stadium,
90,683146,Brett Baty,NYM,ATL,2026-07-06T23:15:00Z,Pre-Game,8,Reynaldo López,625643,R,43.0,Longshot,Watch List,Platoon Edge,36.2,35.7,44.9,52.4,80.0,24.9,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,0,"Last 7 games: 6/21, 0 HR","platoon edge; pitcher baseline 5.6% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.19,41.09,89.44,100.9082,0.3884,0.1525,0.3088,74.73,50.6,36.1,22.74,7.5,0.1152,5.62,39.92,88.01,0.4761,0.1699,27.44,In From RF,84,Truist Park,
91,669224,Austin Wells,NYY,TB,2026-07-06T22:40:00Z,Pre-Game,9,Griffin Jax,643377,R,42.7,Longshot,Watch List,Platoon Edge,34.0,49.4,41.1,44.8,80.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,17,0,"Last 7 games: 1/17, 0 HR","platoon edge; pitcher baseline 10.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.05,43.94,89.48,100.5126,0.3542,0.1472,0.2835,72.84,26.02,44.98,33.07,9.1,0.1211,10.31,42.21,88.99,0.4458,0.1828,22.74,None,72,Tropicana Field,
92,645277,Ozzie Albies,ATL,NYM,2026-07-06T23:15:00Z,Pre-Game,2,Freddy Peralta,642547,R,42.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",17.4,28.5,44.9,100.0,75.0,49.7,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.2% barrel, 15.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.48,28.53,87.22,96.8274,0.3758,0.1286,0.2983,69.07,6.16,46.21,31.06,14.6,0.1593,6.22,37.79,87.86,0.3617,0.1347,26.17,In From RF,84,Truist Park,
93,624641,Edmundo Sosa,PHI,KC,2026-07-06T18:10:00Z,In Progress,9,Noah Cameron,702070,L,41.6,Longshot,Watch List,Platoon Edge,31.0,41.8,47.2,44.8,78.0,19.9,Yes,Yes,6,Yes,Yes,MLB Stats API; RotoWire,order MLB 9 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,1,"Last 7 games: 3/23, 1 HR","platoon edge; pitcher baseline 7.9% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.21,39.4,87.28,99.6935,0.447,0.1719,0.3257,72.16,24.94,39.63,18.84,6.8,0.172,7.91,38.38,88.67,0.4436,0.1758,25.26,L To R,85,Kauffman Stadium,
94,573262,Mike Yastrzemski,ATL,NYM,2026-07-06T23:15:00Z,Pre-Game,8,Freddy Peralta,642547,R,41.0,Longshot,Watch List,Platoon Edge,31.4,30.2,44.9,52.4,80.0,43.2,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,1,"Last 7 games: 4/14, 1 HR","platoon edge; pitcher baseline 6.2% barrel, 15.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.12,42.81,90.59,99.6789,0.363,0.133,0.308,71.2,7.95,42.82,31.12,8.6,0.1364,6.22,37.79,87.86,0.3617,0.1347,26.17,In From RF,84,Truist Park,
95,516782,Starling Marte,KC,PHI,2026-07-06T18:10:00Z,In Progress,9,Cristopher Sánchez,650911,L,40.9,Longshot,Watch List,"Strong Barrel, Platoon Edge",34.5,32.7,47.2,44.8,78.0,24.9,Yes,Yes,6,Yes,Yes,MLB Stats API; RotoWire,order MLB 9 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,0,"Last 7 games: 6/21, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 9.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.98,38.02,88.65,101.0141,0.3935,0.1469,0.3134,72.6,29.35,33.0,19.12,3.4,0.0896,7.52,42.04,89.07,0.3471,0.1263,17.32,L To R,85,Kauffman Stadium,
96,642086,Dominic Smith,ATL,NYM,2026-07-06T23:15:00Z,Pre-Game,6,Freddy Peralta,642547,R,40.5,Longshot,Watch List,Platoon Edge,24.6,30.2,44.9,76.2,80.0,10.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,0,"Last 7 games: 4/21, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 15.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.81,35.85,87.7,98.3242,0.4078,0.1471,0.3151,68.4,4.94,35.11,29.1,5.7,0.133,6.22,37.79,87.86,0.3617,0.1347,26.17,In From RF,84,Truist Park,
97,696285,Jacob Young,WSH,HOU,2026-07-06T22:45:00Z,Pre-Game,7,Mike Burrows,681347,R,39.8,Longshot,Watch List,No major boost,19.8,45.5,53.7,64.3,50.0,15.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","same-side matchup; pitcher baseline 9.1% barrel, 17.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.05,35.53,88.51,98.5994,0.3668,0.1111,0.2984,69.07,2.44,33.74,23.23,6.2,0.1225,9.05,38.99,88.36,0.4292,0.1738,27.68,R To L,86,Nationals Park,
98,702222,Justin Crawford,PHI,KC,2026-07-06T18:10:00Z,In Progress,4,Noah Cameron,702070,L,39.7,Longshot,Watch List,Premium Lineup Spot,8.7,41.8,47.2,94.9,50.0,39.1,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,0,Contact streak: 8/21 over last 7 games,"same-side matchup; pitcher baseline 7.9% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.0,33.3,86.6,97.5481,0.312,0.063,0.275,68.8,4.3,26.9,15.9,2.0,0.086,7.91,38.38,88.67,0.4436,0.1758,25.26,L To R,85,Kauffman Stadium,
99,665561,Rafael Marchán,PHI,KC,2026-07-06T18:10:00Z,In Progress,2,Noah Cameron,702070,L,39.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",2.0,40.5,47.2,100.0,75.0,26.8,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,1,"Last 7 games: 3/17, 1 HR","switch hitter; pitcher baseline 7.9% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.76,21.5,84.69,94.2994,0.2608,0.073,0.2232,66.04,0.0,43.69,25.44,2.0,0.081,7.91,38.38,88.67,0.4436,0.1758,25.26,L To R,85,Kauffman Stadium,
100,593428,Xander Bogaerts,SD,AZ,2026-07-07T01:40:00Z,Scheduled,7,Brandon Pfaadt,694297,R,39.5,Longshot,Watch List,Projected Lineup,26.4,56.1,22.6,59.8,50.0,21.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,0,"Last 7 games: 6/23, 0 HR","same-side matchup; pitcher baseline 11.5% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.27,38.85,88.37,99.7933,0.3822,0.1313,0.3186,72.2,26.56,46.11,22.43,8.9,0.1126,11.53,41.04,89.89,0.4632,0.2044,21.59,,,Petco Park,
101,677595,Ronny Mauricio,NYM,ATL,2026-07-06T23:15:00Z,Pre-Game,9,Reynaldo López,625643,R,39.3,Longshot,Watch List,"Strong Barrel, Platoon Edge",33.6,35.2,44.9,44.8,75.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,17,0,"Last 7 games: 2/17, 0 HR","switch hitter; pitcher baseline 5.6% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.16,37.89,90.57,101.4013,0.3219,0.1326,0.2286,74.5,47.24,39.21,19.37,2.5,0.1038,5.62,39.92,88.01,0.4761,0.1699,27.44,In From RF,84,Truist Park,
