rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
69,671056,Ivan Herrera,STL,CHC,2026-07-05T00:08:00Z,Scheduled,2,Shota Imanaga,684007,L,50.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",37.4,53.9,29.8,95.5,78.0,15.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","platoon edge; pitcher baseline 10.8% barrel, 23.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.81,43.5,90.08,101.4511,0.4308,0.1656,0.3647,74.26,45.04,36.54,19.52,12.7,0.1576,10.76,38.25,88.74,0.4249,0.1961,34.53,,,Wrigley Field,
70,661388,William Contreras,MIL,AZ,2026-07-05T01:40:00Z,Scheduled,4,Merrill Kelly,518876,R,50.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",38.3,69.4,28.2,90.4,50.0,5.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","same-side matchup; pitcher baseline 12.6% barrel, 19.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.03,45.49,90.61,101.6773,0.4385,0.1667,0.342,73.27,35.28,37.65,24.15,11.4,0.1278,12.59,42.94,90.06,0.536,0.244,27.06,,,Chase Field,
71,669127,Shea Langeliers,ATH,MIA,2026-07-05T01:40:00Z,Scheduled,3,Sandy Alcantara,645261,R,50.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.2,33.0,30.9,92.1,50.0,39.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","same-side matchup; pitcher baseline 6.4% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.54,43.85,91.25,102.2637,0.5001,0.2351,0.3525,74.85,49.33,39.95,31.38,23.3,0.2387,6.43,37.93,88.88,0.3919,0.1316,24.52,,,Sutter Health Park,
72,571970,Max Muncy,ATH,MIA,2026-07-05T01:40:00Z,Scheduled,6,Sandy Alcantara,645261,R,50.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",57.1,33.0,30.9,71.7,80.0,43.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","platoon edge; pitcher baseline 6.4% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.88,46.25,90.39,101.348,0.4949,0.2471,0.367,71.41,13.8,52.2,34.67,17.6,0.2382,6.43,37.93,88.88,0.3919,0.1316,24.52,,,Sutter Health Park,
73,807712,Luke Keaschall,MIN,NYY,2026-07-04T17:35:00Z,Pre-Game,8,Brendan Beck,694341,R,50.7,Longshot,Watch List,"Pitcher Vulnerable, Good Environment",10.3,85.8,85.2,52.4,50.0,42.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,1,"Last 7 games: 5/18, 1 HR","same-side matchup; pitcher baseline 22.2% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.66,29.24,85.01,96.5759,0.3493,0.1083,0.3044,68.65,8.15,37.21,26.06,3.3,0.1024,22.2,77.8,97.8,0.618,0.253,33.3,Out To CF,94,Yankee Stadium,
74,656811,Ryan O'Hearn,PIT,WSH,2026-07-04T15:05:00Z,In Progress,5,Carson Palmquist,687223,L,50.6,Longshot,Watch List,No major boost,32.9,54.2,46.7,86.4,50.0,63.1,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.1% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.55,42.78,89.4,99.4893,0.4164,0.1537,0.3269,71.1,11.99,37.19,27.87,14.2,0.1742,10.07,41.19,91.14,0.4411,0.203,34.05,In From LF,93,Nationals Park,
75,663457,Lars Nootbaar,STL,CHC,2026-07-05T00:08:00Z,Scheduled,7,Shota Imanaga,684007,L,50.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",56.4,53.9,29.8,59.8,50.0,30.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"same-side matchup; pitcher baseline 10.8% barrel, 23.3 HR allowed",EV profile; pitcher allows elevated contact,11.25,54.69,93.19,102.6849,0.4707,0.204,0.3562,73.4,39.2,36.95,28.83,5.3,0.1522,10.76,38.25,88.74,0.4249,0.1961,34.53,,,Wrigley Field,
76,805811,Bryce Eldridge,SF,COL,2026-07-05T00:10:00Z,Scheduled,6,Sean Sullivan,807743,L,50.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",69.3,26.6,38.7,71.7,50.0,16.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 4.0 HR allowed",lift-pull EV profile; pitcher allows elevated contact,15.41,59.0,93.08,103.3921,0.4925,0.2505,0.3657,72.97,27.67,41.7,35.09,4.2,0.1518,6.8,28.8,87.3,0.324,0.141,42.4,,,Coors Field,
77,679529,Spencer Torkelson,DET,TEX,2026-07-04T20:05:00Z,Scheduled,6,Kumar Rocker,677958,R,50.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",52.8,46.3,27.6,71.7,50.0,62.4,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.8% barrel, 8.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.92,45.31,90.2,100.7033,0.4308,0.2076,0.3291,73.0,24.37,47.84,35.55,19.1,0.2083,8.79,44.14,89.94,0.4388,0.1717,21.39,,,Globe Life Field,
78,678246,Miguel Vargas,CWS,CLE,2026-07-04T23:10:00Z,Scheduled,1,Parker Messick,800048,L,50.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",57.1,20.3,27.6,88.7,78.0,59.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 7.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.32,44.77,90.19,100.5641,0.5134,0.2466,0.3799,73.12,34.8,43.02,35.87,18.8,0.223,5.73,32.04,87.47,0.3498,0.1191,20.77,,,Progressive Field,
79,691406,Junior Caminero,TB,HOU,2026-07-04T23:10:00Z,Scheduled,3,Hunter Brown,686613,R,50.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",64.3,12.9,27.6,92.1,50.0,85.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,6,Hot streak: 6 HR in last 7 games,"same-side matchup; pitcher baseline 4.2% barrel, 6.5 HR allowed",EV profile; pitcher fly-ball pressure modest,13.44,52.03,93.24,105.4986,0.5045,0.2348,0.3642,79.55,86.63,46.29,23.7,31.0,0.2696,4.15,35.77,85.61,0.2837,0.1003,25.96,,,Daikin Park,
80,671739,Michael Harris,ATL,NYM,2026-07-05T00:08:00Z,Scheduled,4,Sean Manaea,640455,L,49.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",54.7,35.8,30.9,90.4,50.0,29.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.74,48.44,91.39,103.9899,0.5052,0.2103,0.3584,74.72,46.51,34.05,23.05,16.5,0.1873,7.57,39.73,88.47,0.3975,0.1519,23.57,,,Truist Park,
81,680779,Henry Davis,PIT,WSH,2026-07-04T15:05:00Z,In Progress,9,Carson Palmquist,687223,L,49.8,Longshot,Watch List,"Strong Barrel, Platoon Edge",40.4,54.2,46.7,44.8,78.0,62.8,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,17,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.5,39.08,89.93,100.8624,0.3645,0.1627,0.2902,74.67,46.79,51.42,27.61,7.0,0.1572,10.07,41.19,91.14,0.4411,0.203,34.05,In From LF,93,Nationals Park,
82,700932,Kyle Manzardo,CLE,CWS,2026-07-04T23:10:00Z,Scheduled,3,Sean Burke,680732,R,49.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",41.9,43.7,27.6,92.1,80.0,22.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,1,"Last 7 games: 3/20, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.59,41.84,89.39,99.2456,0.4031,0.1794,0.315,70.04,7.51,41.94,33.48,15.1,0.179,8.4,38.57,89.32,0.4031,0.1655,31.47,,,Progressive Field,
83,668939,Adley Rutschman,BAL,CIN,2026-07-04T23:10:00Z,Scheduled,3,Hunter Greene,668881,R,49.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.4,49.2,39.3,92.1,75.0,6.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","switch hitter; pitcher baseline 9.7% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.06,41.75,89.4,99.7377,0.431,0.1704,0.339,70.59,13.25,38.12,29.71,8.3,0.1817,9.7,45.0,90.4,0.372,0.171,31.9,,,Great American Ball Park,
84,672640,Otto Lopez,MIA,ATH,2026-07-05T01:40:00Z,Scheduled,2,Aaron Civale,650644,R,49.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",33.6,57.0,30.9,95.5,50.0,47.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,32,1,"Last 7 games: 10/32, 1 HR","same-side matchup; pitcher baseline 9.8% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.03,41.52,89.2,100.5579,0.4466,0.1587,0.3356,71.98,24.73,32.44,23.27,9.4,0.1458,9.8,43.93,89.9,0.4671,0.2005,33.72,,,Sutter Health Park,
85,668709,JJ Bleday,CIN,BAL,2026-07-04T23:10:00Z,Scheduled,3,Brandon Young,687064,R,49.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.1,41.3,39.3,92.1,80.0,14.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","platoon edge; pitcher baseline 7.8% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.85,41.85,88.91,100.1147,0.422,0.1781,0.339,73.31,30.83,47.14,31.03,13.3,0.2298,7.75,41.57,89.19,0.4152,0.1658,27.36,,,Great American Ball Park,
86,680474,Max Schuemann,NYY,MIN,2026-07-04T17:35:00Z,Pre-Game,8,Zebby Matthews,805673,R,49.3,Longshot,Watch List,Good Environment,30.4,57.1,85.2,52.4,50.0,18.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,11,1,"Last 7 games: 1/11, 1 HR","same-side matchup; pitcher baseline 11.7% barrel, 11.3 HR allowed",fly-ball profile; pitcher allows elevated contact,9.18,40.67,87.93,98.5695,0.3053,0.1215,0.3068,70.0,8.75,22.28,40.71,1.3,0.1551,11.72,38.17,89.83,0.4526,0.2026,32.77,Out To CF,94,Yankee Stadium,
87,686948,Drake Baldwin,ATL,NYM,2026-07-05T00:08:00Z,Scheduled,1,Sean Manaea,640455,L,49.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.6,35.8,30.9,88.7,50.0,0.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,0,"Last 7 games: 3/27, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.22,48.34,91.21,102.4816,0.4961,0.2248,0.3642,75.09,53.6,32.36,23.01,15.5,0.1943,7.57,39.73,88.47,0.3975,0.1519,23.57,,,Truist Park,
88,805808,Kevin McGonigle,DET,TEX,2026-07-04T20:05:00Z,Scheduled,1,Kumar Rocker,677958,R,49.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",35.8,46.3,27.6,88.7,80.0,46.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.2,37.8,88.1,98.6535,0.453,0.179,0.37,71.4,18.1,39.9,34.0,7.0,0.141,8.79,44.14,89.94,0.4388,0.1717,21.39,,,Globe Life Field,
89,681297,Colton Cowser,BAL,CIN,2026-07-04T23:10:00Z,Scheduled,7,Hunter Greene,668881,R,48.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.1,50.8,39.3,59.8,80.0,5.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,13,0,"Last 7 games: 2/13, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.63,38.44,87.82,100.6084,0.4194,0.2114,0.3112,74.51,45.76,37.26,31.8,10.4,0.1575,9.7,45.0,90.4,0.372,0.171,31.9,,,Great American Ball Park,
90,669477,Casey Schmitt,SF,COL,2026-07-05T00:10:00Z,Scheduled,2,Sean Sullivan,807743,L,48.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",48.7,26.6,38.7,95.5,78.0,0.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.59,43.87,89.64,100.7725,0.492,0.208,0.3497,72.19,25.29,40.85,32.24,14.8,0.1948,6.8,28.8,87.3,0.324,0.141,42.4,,,Coors Field,
91,669394,Jake Burger,TEX,DET,2026-07-04T20:05:00Z,Scheduled,4,Jack Flaherty,656427,R,48.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",46.2,48.7,27.6,90.4,50.0,4.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.75,47.1,90.19,102.7382,0.422,0.1816,0.3121,75.02,54.55,41.67,27.13,14.6,0.1802,8.83,46.18,90.54,0.3955,0.159,30.43,,,Globe Life Field,
92,677800,Wilyer Abreu,BOS,LAA,2026-07-05T01:38:00Z,Scheduled,3,Sam Aldegheri,691951,L,48.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.1,42.2,28.2,92.1,50.0,12.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 3.7 HR allowed",fly-ball profile; pitcher allows elevated contact,11.46,42.1,90.1,100.9308,0.4554,0.2047,0.3336,73.82,37.82,37.55,37.59,13.6,0.1814,8.85,36.38,88.02,0.4515,0.1728,32.18,,,Angel Stadium,
93,663993,Nathaniel Lowe,CIN,BAL,2026-07-04T23:10:00Z,Scheduled,5,Brandon Young,687064,R,48.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.6,41.3,39.3,81.9,80.0,17.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,0,"Last 7 games: 4/17, 0 HR","platoon edge; pitcher baseline 7.8% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.87,40.8,88.79,100.9593,0.4353,0.1807,0.3394,73.89,36.97,39.93,24.66,11.7,0.1964,7.75,41.57,89.19,0.4152,0.1658,27.36,,,Great American Ball Park,
94,690993,Colt Keith,DET,TEX,2026-07-04T20:05:00Z,Scheduled,5,Kumar Rocker,677958,R,48.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.2,46.3,27.6,81.9,80.0,49.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.01,42.51,89.09,100.1173,0.4293,0.1667,0.3249,71.61,16.58,38.5,28.12,8.1,0.1395,8.79,44.14,89.94,0.4388,0.1717,21.39,,,Globe Life Field,
95,650489,Willi Castro,COL,SF,2026-07-05T00:10:00Z,Scheduled,1,Robbie Ray,592662,L,48.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",28.1,51.0,38.7,88.7,75.0,35.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,1,"Last 7 games: 7/30, 1 HR","switch hitter; pitcher baseline 9.7% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.43,40.24,87.89,100.0144,0.3715,0.1323,0.306,72.51,24.95,43.72,30.34,7.5,0.1246,9.67,40.78,89.88,0.4193,0.187,35.76,,,Coors Field,
96,687263,Zach Neto,LAA,BOS,2026-07-05T01:38:00Z,Scheduled,1,Sonny Gray,543243,R,48.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",50.3,36.5,28.2,88.7,50.0,33.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","same-side matchup; pitcher baseline 7.8% barrel, 13.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.3,41.56,90.09,100.1867,0.4362,0.2188,0.3223,71.05,11.76,48.88,36.92,20.4,0.2205,7.77,38.11,89.04,0.3894,0.146,21.94,,,Angel Stadium,
97,592518,Manny Machado,SD,LAD,2026-07-05T02:10:00Z,Scheduled,3,Yoshinobu Yamamoto,808967,R,48.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",48.7,29.3,27.6,92.1,50.0,71.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.22,45.76,90.87,101.7437,0.4404,0.1981,0.3298,74.57,43.98,40.08,27.31,20.0,0.206,6.54,37.39,88.23,0.3607,0.1326,22.73,,,UNIQLO Field at Dodger Stadium,
98,657757,Gavin Sheets,SD,LAD,2026-07-05T02:10:00Z,Scheduled,4,Yoshinobu Yamamoto,808967,R,48.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",41.0,29.3,27.6,90.4,80.0,71.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.9,44.68,89.55,100.3227,0.4355,0.1816,0.3379,74.45,47.56,40.38,23.77,15.5,0.212,6.54,37.39,88.23,0.3607,0.1326,22.73,,,UNIQLO Field at Dodger Stadium,
99,682928,CJ Abrams,WSH,PIT,2026-07-04T15:05:00Z,In Progress,4,Braxton Ashcraft,677952,R,48.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",39.3,27.8,46.7,94.9,80.0,18.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,26,1,"Last 7 games: 3/26, 1 HR","platoon edge; pitcher baseline 5.5% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.35,40.74,89.61,100.079,0.4248,0.1763,0.3286,72.68,26.34,44.5,28.38,18.3,0.2173,5.54,39.62,89.47,0.343,0.1185,25.18,In From LF,93,Nationals Park,
100,802139,JJ Wetherholt,STL,CHC,2026-07-05T00:08:00Z,Scheduled,1,Shota Imanaga,684007,L,47.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",38.3,53.9,29.8,88.7,50.0,18.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,0,"Last 7 games: 7/29, 0 HR","same-side matchup; pitcher baseline 10.8% barrel, 23.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.9,44.5,90.0,99.412,0.436,0.174,0.352,72.5,23.0,39.2,30.8,12.0,0.138,10.76,38.25,88.74,0.4249,0.1961,34.53,,,Wrigley Field,
101,669016,Brandon Marsh,PHI,KC,2026-07-05T00:10:00Z,Scheduled,4,Michael Wacha,608379,R,47.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",41.4,30.7,23.2,90.4,80.0,72.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 5.9% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.38,45.98,90.12,100.4385,0.4467,0.1732,0.3286,71.47,14.84,38.4,25.54,13.8,0.1945,5.93,35.3,87.92,0.4035,0.1528,26.29,,,Kauffman Stadium,
102,671218,Heliot Ramos,SF,COL,2026-07-05T00:10:00Z,Scheduled,7,Sean Sullivan,807743,L,47.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",53.0,26.6,38.7,59.8,78.0,54.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.8% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.28,48.94,91.94,103.1477,0.4597,0.1939,0.334,72.67,28.81,36.39,24.21,10.5,0.1734,6.8,28.8,87.3,0.324,0.141,42.4,,,Coors Field,
